Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Pass_Fail
21.0,M,Some College,30000.0,A,86.0,Medium,5.0,Arts,Private,Medium,High,Yes,Medium,High,Medium,Neutral,Medium,27.0,No,7.0,Healthy,Medium,6.0,No,Positive,Yes,Yes,Kinesthetic,Yes,No,Medium,6.0,Low,Pass
22.0,F,High School,30000.0,A,73.0,Medium,13.0,Engineering,Public,High,High,No,Medium,High,High,Negative,High,87.0,Yes,7.0,Balanced,Low,6.0,Yes,Neutral,Yes,No,Visual,No,Yes,High,4.0,Low,Fail
22.0,M,High School,60000.0,C,81.0,High,12.0,Business,Public,Medium,Low,No,Medium,Low,Medium,Neutral,High,47.0,Yes,8.0,Balanced,High,7.0,Yes,Negative,Yes,Yes,Auditory,Yes,Yes,High,3.0,Low,Pass
18.0,M,College,75000.0,A,93.0,Medium,12.0,Science,Private,Medium,High,Yes,High,Medium,High,Positive,High,32.0,No,5.0,Balanced,Medium,9.0,Yes,Negative,No,Yes,Auditory,Yes,Yes,Low,1.0,Low,Fail
20.0,M,College,30000.0,C,81.0,High,5.0,Business,Public,Medium,Low,No,Medium,High,Low,Negative,Low,41.0,Yes,7.0,Balanced,Low,4.0,No,Negative,No,Yes,Visual,No,No,Medium,4.0,High,Pass
22.0,F,High School,50000.0,B,72.0,High,18.0,Arts,Public,Medium,High,No,Medium,High,Medium,Negative,Medium,61.0,Yes,5.0,Balanced,High,2.0,Yes,Negative,Yes,No,Visual,No,Yes,High,2.0,Low,Pass
21.0,F,College,60000.0,C,77.0,Low,20.0,Medicine,Public,Low,Low,Yes,High,Medium,Low,Neutral,Medium,92.0,No,8.0,Balanced,Medium,5.0,Yes,Neutral,No,No,Kinesthetic,Yes,No,High,2.0,Medium,Pass
18.0,F,Graduate,40000.0,C,85.0,High,17.0,Arts,Public,Low,Low,No,High,Medium,High,Positive,Low,92.0,Yes,5.0,Healthy,High,8.0,No,Negative,Yes,No,Visual,Yes,Yes,High,2.0,Low,Pass
20.0,F,Graduate,50000.0,A,76.0,Low,15.0,Law,Public,High,Low,Yes,Low,Low,High,Neutral,Low,77.0,No,9.0,Balanced,High,6.0,No,Negative,Yes,Yes,Kinesthetic,Yes,Yes,High,2.0,Medium,Pass
21.0,F,Graduate,50000.0,A,74.0,Medium,8.0,Law,Public,Medium,Low,No,High,Low,Low,Neutral,Medium,76.0,No,8.0,Balanced,Low,8.0,Yes,Positive,Yes,Yes,Visual,No,No,Low,1.0,Medium,Pass
20.0,F,College,75000.0,A,85.0,High,5.0,Science,Public,High,High,Yes,Low,High,Low,Neutral,High,21.0,Yes,8.0,Healthy,Low,8.0,Yes,Positive,Yes,Yes,Auditory,Yes,Yes,High,3.0,Low,Pass
21.0,M,Some College,30000.0,C,78.0,High,17.0,Science,Public,Low,Medium,Yes,Low,Low,Low,Positive,Medium,92.0,Yes,5.0,Balanced,Medium,9.0,Yes,Positive,Yes,No,Kinesthetic,Yes,No,Low,5.0,Medium,Pass
19.0,M,Some College,30000.0,C,76.0,Low,18.0,Business,Public,Low,Medium,No,Low,High,Low,Neutral,Medium,75.0,No,5.0,Balanced,High,4.0,Yes,Positive,No,No,Kinesthetic,Yes,No,High,4.0,Medium,Pass
19.0,M,Some College,30000.0,B,81.0,Low,8.0,Arts,Public,Low,High,No,Medium,Medium,High,Neutral,Low,72.0,Yes,7.0,Healthy,Low,7.0,No,Neutral,No,No,Visual,Yes,Yes,Low,5.0,Medium,Pass
21.0,F,Some College,40000.0,C,93.0,Medium,16.0,Business,Public,High,High,No,Low,High,Medium,Neutral,High,29.0,No,7.0,Unhealthy,Low,2.0,Yes,Neutral,No,No,Auditory,No,No,Low,6.0,Low,Pass
20.0,M,Graduate,40000.0,B,76.0,Low,5.0,Science,Private,Low,Low,Yes,Medium,Low,Low,Neutral,High,39.0,Yes,7.0,Healthy,High,10.0,Yes,Negative,No,Yes,Visual,No,Yes,High,3.0,Medium,Pass
18.0,F,Graduate,50000.0,A,93.0,Low,9.0,Arts,Private,Low,Low,Yes,Medium,Medium,Low,Negative,Medium,65.0,No,5.0,Healthy,Medium,8.0,No,Neutral,Yes,No,Visual,No,Yes,Medium,6.0,Low,Pass
20.0,F,Graduate,75000.0,C,91.0,Low,11.0,Law,Public,Medium,High,No,High,Medium,High,Negative,Medium,50.0,No,8.0,Balanced,Low,7.0,Yes,Positive,Yes,No,Visual,Yes,Yes,Low,4.0,High,Fail
18.0,M,Some College,60000.0,B,75.0,Low,18.0,Engineering,Private,Low,High,No,High,Low,High,Negative,High,23.0,No,8.0,Healthy,Medium,6.0,Yes,Negative,Yes,Yes,Visual,No,Yes,Medium,1.0,Medium,Pass
21.0,M,High School,50000.0,B,76.0,Medium,19.0,Business,Public,Low,Medium,Yes,High,Low,Low,Negative,Medium,77.0,Yes,4.0,Unhealthy,High,6.0,Yes,Negative,Yes,Yes,Kinesthetic,No,Yes,High,3.0,High,Pass
20.0,M,Some College,60000.0,C,88.0,Medium,12.0,Business,Public,Low,Low,No,Medium,Medium,Medium,Neutral,Low,86.0,Yes,9.0,Unhealthy,Low,4.0,No,Negative,Yes,No,Kinesthetic,No,No,High,1.0,High,Fail
20.0,M,College,60000.0,B,78.0,High,18.0,Arts,Public,Low,Medium,Yes,Medium,Medium,Medium,Positive,Low,22.0,No,6.0,Unhealthy,High,4.0,Yes,Positive,No,No,Visual,Yes,Yes,Low,3.0,Medium,Pass
20.0,F,Some College,75000.0,A,100.0,Medium,13.0,Business,Public,Medium,Low,Yes,High,Low,Medium,Neutral,Low,70.0,Yes,8.0,Healthy,Medium,8.0,No,Neutral,Yes,No,Kinesthetic,Yes,Yes,Low,3.0,High,Pass
20.0,F,Some College,50000.0,A,85.0,High,9.0,Engineering,Public,Low,High,No,High,Low,Low,Negative,Low,99.0,No,9.0,Healthy,Low,6.0,Yes,Neutral,Yes,Yes,Visual,No,Yes,Medium,2.0,Low,Pass
22.0,F,Some College,30000.0,B,85.0,Low,6.0,Engineering,Public,Low,Medium,Yes,Medium,Low,Low,Neutral,Medium,49.0,Yes,8.0,Healthy,Low,5.0,Yes,Negative,Yes,Yes,Kinesthetic,No,No,Medium,5.0,Medium,Fail
21.0,M,High School,30000.0,C,74.0,Medium,19.0,Engineering,Public,High,High,Yes,Low,High,Low,Neutral,High,90.0,No,8.0,Balanced,Low,7.0,Yes,Neutral,Yes,Yes,Auditory,No,No,High,4.0,Low,Pass
20.0,F,College,40000.0,A,86.0,Medium,5.0,Arts,Private,Medium,High,No,Medium,High,Low,Positive,Medium,92.0,Yes,8.0,Balanced,Medium,6.0,No,Positive,Yes,Yes,Auditory,No,No,High,3.0,Low,Fail
20.0,M,College,30000.0,B,80.0,Medium,5.0,Science,Private,High,High,Yes,High,High,Low,Neutral,Low,24.0,No,4.0,Unhealthy,Medium,7.0,Yes,Positive,No,No,Auditory,No,No,High,5.0,Medium,Pass
19.0,F,College,30000.0,B,85.0,Low,15.0,Business,Public,Low,High,Yes,High,Low,Low,Positive,High,44.0,Yes,5.0,Balanced,High,3.0,Yes,Neutral,Yes,No,Visual,Yes,Yes,Medium,6.0,High,Pass
20.0,F,Graduate,75000.0,C,85.0,Medium,12.0,Science,Public,High,High,No,High,High,Low,Neutral,High,80.0,Yes,8.0,Balanced,High,4.0,No,Positive,Yes,No,Visual,No,Yes,Medium,5.0,High,Pass
21.0,M,Graduate,40000.0,B,85.0,Medium,15.0,Medicine,Private,High,High,Yes,Medium,Medium,High,Neutral,Low,22.0,Yes,4.0,Balanced,Low,3.0,Yes,Neutral,Yes,No,Kinesthetic,No,No,Medium,6.0,High,Pass
20.0,M,Some College,40000.0,A,100.0,Low,12.0,Business,Public,Medium,High,No,Low,High,Medium,Negative,High,34.0,No,8.0,Unhealthy,High,6.0,Yes,Neutral,Yes,Yes,Visual,No,No,Low,2.0,High,Pass
20.0,F,High School,40000.0,A,85.0,Low,5.0,Business,Public,Low,Medium,Yes,Low,Medium,Low,Negative,Medium,56.0,Yes,8.0,Balanced,Medium,7.0,Yes,Positive,Yes,No,Visual,Yes,Yes,High,1.0,Medium,Fail
18.0,F,College,50000.0,C,87.0,Low,6.0,Medicine,Private,Low,Low,Yes,High,Low,High,Neutral,Medium,40.0,No,7.0,Unhealthy,Medium,6.0,No,Neutral,No,No,Visual,Yes,No,Medium,1.0,Low,Fail
20.0,M,College,30000.0,C,85.0,Low,12.0,Business,Private,Low,High,Yes,Low,High,High,Negative,Low,86.0,Yes,8.0,Healthy,High,5.0,Yes,Positive,No,Yes,Kinesthetic,Yes,Yes,Medium,2.0,High,Pass
21.0,M,Some College,50000.0,B,93.0,High,5.0,Law,Private,Low,Medium,Yes,Medium,Low,High,Neutral,High,62.0,Yes,9.0,Healthy,Low,3.0,No,Negative,Yes,Yes,Kinesthetic,Yes,No,High,3.0,Medium,Pass
19.0,F,Some College,30000.0,C,94.0,Low,16.0,Medicine,Private,Medium,Low,Yes,Medium,High,Medium,Negative,Low,41.0,Yes,5.0,Balanced,High,6.0,No,Neutral,No,Yes,Visual,No,Yes,Low,5.0,Medium,Fail
20.0,F,High School,40000.0,B,71.0,High,7.0,Medicine,Private,Medium,Medium,Yes,Low,Low,Low,Negative,Medium,80.0,No,7.0,Unhealthy,Medium,3.0,No,Negative,Yes,Yes,Visual,No,No,Low,2.0,High,Pass
18.0,F,High School,40000.0,B,84.0,Low,13.0,Business,Public,High,Low,Yes,Low,High,High,Neutral,Low,59.0,No,8.0,Unhealthy,Medium,7.0,Yes,Positive,Yes,Yes,Auditory,Yes,Yes,Medium,2.0,Low,Pass
18.0,F,High School,75000.0,B,90.0,High,14.0,Arts,Public,Low,Medium,Yes,High,High,Low,Negative,Low,90.0,Yes,4.0,Healthy,High,10.0,No,Positive,No,Yes,Visual,No,No,Low,1.0,High,Pass
22.0,F,High School,60000.0,C,75.0,Low,13.0,Arts,Private,High,High,Yes,High,High,High,Neutral,High,81.0,No,4.0,Balanced,High,6.0,Yes,Neutral,No,Yes,Kinesthetic,Yes,No,Medium,4.0,High,Fail
18.0,F,Graduate,30000.0,C,79.0,High,15.0,Business,Public,High,High,Yes,Low,Medium,High,Positive,Medium,74.0,Yes,7.0,Balanced,High,3.0,No,Positive,No,No,Visual,Yes,No,Medium,6.0,Low,Pass
18.0,F,High School,60000.0,C,82.0,High,11.0,Business,Public,Medium,Medium,Yes,Medium,Medium,High,Neutral,Low,24.0,Yes,4.0,Balanced,High,3.0,Yes,Negative,No,Yes,Auditory,Yes,Yes,High,4.0,High,Pass
18.0,F,Graduate,50000.0,C,97.0,High,18.0,Medicine,Public,Low,High,Yes,Low,Low,Medium,Neutral,High,61.0,No,6.0,Healthy,Low,7.0,Yes,Neutral,No,Yes,Kinesthetic,No,No,High,1.0,High,Pass
20.0,M,Some College,60000.0,C,92.0,Low,10.0,Arts,Private,High,Medium,No,Medium,Low,Low,Negative,Low,25.0,Yes,8.0,Balanced,Medium,6.0,No,Negative,No,Yes,Kinesthetic,Yes,No,Medium,5.0,Medium,Fail
22.0,M,Graduate,30000.0,B,80.0,High,7.0,Arts,Private,Low,High,Yes,Medium,Medium,High,Negative,High,22.0,Yes,7.0,Healthy,Low,6.0,No,Neutral,Yes,No,Visual,Yes,Yes,Medium,5.0,Low,Pass
18.0,M,High School,50000.0,C,85.0,Low,7.0,Arts,Private,Medium,High,No,High,High,Low,Positive,High,31.0,No,6.0,Balanced,Low,2.0,No,Negative,No,Yes,Kinesthetic,No,Yes,Low,1.0,High,Fail
22.0,F,Graduate,60000.0,B,91.0,Medium,18.0,Arts,Public,High,Low,Yes,Medium,Low,Medium,Positive,Low,58.0,No,4.0,Balanced,Low,2.0,Yes,Negative,No,No,Kinesthetic,No,Yes,Medium,6.0,High,Pass
20.0,M,Graduate,50000.0,C,70.0,Low,14.0,Business,Public,Medium,High,No,Medium,Low,Medium,Negative,Medium,93.0,Yes,7.0,Healthy,Medium,6.0,Yes,Negative,Yes,No,Kinesthetic,No,No,Medium,3.0,Low,Fail
22.0,F,Graduate,60000.0,C,92.0,Medium,14.0,Arts,Public,High,Low,Yes,Low,Low,High,Negative,Medium,74.0,No,9.0,Balanced,High,9.0,Yes,Positive,Yes,No,Kinesthetic,Yes,No,High,4.0,Low,Pass
22.0,M,College,30000.0,C,70.0,Low,5.0,Law,Private,High,Low,No,High,Low,Medium,Neutral,High,39.0,No,5.0,Balanced,High,6.0,Yes,Positive,Yes,No,Visual,No,Yes,Medium,3.0,High,Pass
22.0,M,Some College,75000.0,C,71.0,Medium,6.0,Business,Public,High,High,Yes,High,Medium,Low,Neutral,High,52.0,Yes,7.0,Healthy,Medium,3.0,No,Negative,Yes,Yes,Auditory,No,No,High,2.0,Low,Pass
21.0,M,High School,50000.0,B,95.0,High,7.0,Business,Private,Medium,Low,Yes,High,Low,Medium,Neutral,High,62.0,Yes,6.0,Balanced,Medium,3.0,No,Neutral,Yes,No,Auditory,No,No,High,6.0,Low,Fail
20.0,M,High School,50000.0,B,89.0,High,7.0,Business,Public,High,High,No,High,Medium,Low,Negative,Medium,49.0,No,4.0,Unhealthy,Low,4.0,No,Positive,Yes,No,Visual,Yes,Yes,Low,2.0,Low,Pass
18.0,F,College,75000.0,A,81.0,Medium,6.0,Engineering,Public,High,High,Yes,Medium,Low,Low,Positive,Medium,22.0,Yes,4.0,Healthy,High,9.0,Yes,Negative,Yes,No,Visual,No,Yes,Medium,5.0,Medium,Fail
18.0,F,Some College,60000.0,B,85.0,High,10.0,Medicine,Private,High,High,No,Medium,Low,Low,Neutral,High,24.0,Yes,6.0,Unhealthy,High,4.0,Yes,Negative,Yes,Yes,Visual,Yes,Yes,Low,6.0,Medium,Pass
22.0,F,Some College,30000.0,A,99.0,Medium,18.0,Science,Public,High,Medium,Yes,Low,Low,Medium,Neutral,High,20.0,No,7.0,Healthy,High,4.0,Yes,Negative,Yes,No,Visual,No,No,Low,6.0,Low,Pass
19.0,M,College,75000.0,A,81.0,Medium,5.0,Engineering,Private,High,Low,Yes,High,High,Low,Negative,Low,67.0,Yes,5.0,Balanced,High,8.0,No,Positive,Yes,Yes,Auditory,No,Yes,Medium,4.0,High,Pass
20.0,F,Graduate,50000.0,C,98.0,High,12.0,Business,Private,Low,Low,No,High,Low,Low,Neutral,Low,61.0,Yes,4.0,Unhealthy,High,9.0,Yes,Negative,No,Yes,Auditory,No,Yes,Low,3.0,Medium,Pass
20.0,M,Graduate,75000.0,C,90.0,High,8.0,Engineering,Private,Low,High,Yes,Low,High,High,Neutral,Low,85.0,Yes,7.0,Unhealthy,High,8.0,Yes,Negative,No,No,Kinesthetic,Yes,No,Medium,6.0,Low,Fail
21.0,M,Some College,60000.0,B,97.0,High,10.0,Business,Public,Medium,Medium,Yes,High,Low,High,Negative,High,37.0,Yes,9.0,Unhealthy,Medium,5.0,No,Negative,No,Yes,Visual,Yes,Yes,High,3.0,Medium,Fail
20.0,M,Some College,75000.0,A,78.0,Medium,12.0,Medicine,Public,Low,Low,Yes,High,Low,Medium,Neutral,Low,86.0,Yes,6.0,Balanced,Medium,6.0,No,Positive,No,No,Visual,Yes,Yes,Medium,3.0,Low,Fail
19.0,F,Some College,50000.0,B,88.0,High,8.0,Arts,Private,Medium,Low,No,Medium,High,Medium,Neutral,Low,22.0,No,8.0,Balanced,Low,2.0,Yes,Negative,Yes,Yes,Auditory,No,Yes,High,6.0,Low,Pass
22.0,F,High School,40000.0,B,77.0,High,18.0,Engineering,Public,Low,Medium,Yes,High,High,Low,Neutral,High,86.0,No,9.0,Unhealthy,High,6.0,Yes,Negative,No,Yes,Visual,No,No,Low,4.0,Low,Pass
18.0,F,College,40000.0,B,71.0,High,7.0,Science,Public,High,Low,Yes,Low,Low,Low,Positive,Medium,83.0,No,7.0,Balanced,Low,4.0,No,Negative,Yes,Yes,Auditory,No,Yes,Medium,6.0,High,Pass
20.0,F,Graduate,50000.0,C,72.0,High,12.0,Medicine,Private,Medium,Low,Yes,High,High,High,Positive,Medium,93.0,Yes,8.0,Balanced,Medium,9.0,No,Negative,No,Yes,Kinesthetic,Yes,No,High,5.0,Low,Pass
22.0,F,Graduate,50000.0,C,79.0,Medium,19.0,Law,Public,Low,High,No,High,Medium,High,Positive,High,61.0,Yes,7.0,Unhealthy,Low,8.0,No,Neutral,Yes,No,Kinesthetic,Yes,No,High,4.0,Medium,Fail
21.0,M,Some College,40000.0,B,79.0,Medium,19.0,Science,Public,High,Medium,Yes,Low,Low,High,Neutral,Low,61.0,Yes,5.0,Healthy,Low,6.0,No,Positive,No,Yes,Visual,No,No,Medium,5.0,High,Pass
20.0,F,High School,50000.0,B,77.0,High,14.0,Medicine,Public,Low,Medium,No,Low,Low,Medium,Positive,Low,69.0,Yes,5.0,Unhealthy,High,6.0,No,Negative,No,No,Auditory,No,Yes,Low,1.0,High,Fail
22.0,F,College,30000.0,A,85.0,High,6.0,Medicine,Private,Low,High,Yes,Medium,Medium,Medium,Neutral,Medium,38.0,No,8.0,Healthy,Medium,8.0,No,Positive,Yes,Yes,Visual,No,Yes,High,1.0,Low,Fail
21.0,F,Graduate,40000.0,C,85.0,Medium,12.0,Business,Public,Low,Low,No,Low,Medium,Low,Negative,Medium,38.0,Yes,9.0,Balanced,Low,2.0,Yes,Neutral,No,No,Visual,Yes,Yes,High,2.0,High,Fail
18.0,F,Some College,75000.0,A,88.0,Low,6.0,Law,Public,Low,High,No,High,High,High,Negative,Medium,25.0,No,8.0,Balanced,High,8.0,Yes,Neutral,Yes,Yes,Auditory,Yes,No,High,1.0,Low,Fail
19.0,F,Some College,75000.0,B,99.0,Medium,18.0,Engineering,Private,High,High,Yes,Low,Low,Low,Positive,Medium,24.0,No,9.0,Unhealthy,Medium,3.0,No,Negative,Yes,No,Kinesthetic,No,No,Medium,2.0,Low,Fail
19.0,F,Some College,30000.0,C,82.0,Low,13.0,Law,Private,Medium,High,Yes,High,Low,Medium,Negative,High,67.0,Yes,5.0,Balanced,Medium,5.0,Yes,Negative,No,Yes,Kinesthetic,Yes,Yes,High,2.0,Low,Pass
22.0,F,College,75000.0,C,79.0,Medium,20.0,Law,Public,Medium,High,Yes,Medium,Low,High,Positive,Low,20.0,No,9.0,Healthy,High,6.0,Yes,Positive,No,Yes,Kinesthetic,No,Yes,High,2.0,High,Pass
20.0,M,High School,40000.0,B,76.0,Medium,14.0,Medicine,Private,High,Low,Yes,Medium,High,Low,Positive,Low,62.0,Yes,5.0,Unhealthy,High,8.0,No,Positive,No,No,Kinesthetic,Yes,No,Medium,6.0,Low,Pass
18.0,F,Some College,40000.0,B,100.0,High,17.0,Science,Public,Medium,Low,No,Low,Medium,Low,Positive,High,42.0,No,5.0,Healthy,Medium,4.0,No,Positive,Yes,No,Kinesthetic,No,Yes,Medium,4.0,Medium,Fail
21.0,F,Graduate,60000.0,C,72.0,Medium,17.0,Engineering,Public,High,Medium,No,Low,Low,Low,Positive,Medium,29.0,Yes,4.0,Unhealthy,High,4.0,Yes,Negative,Yes,No,Visual,Yes,Yes,High,1.0,High,Fail
19.0,M,Graduate,30000.0,A,78.0,Medium,7.0,Business,Public,Medium,High,No,Low,High,Low,Negative,High,24.0,Yes,5.0,Balanced,High,9.0,Yes,Positive,Yes,No,Visual,No,Yes,High,6.0,High,Pass
19.0,F,Some College,75000.0,A,99.0,Low,5.0,Science,Private,High,High,No,High,Low,Medium,Neutral,High,52.0,Yes,5.0,Balanced,High,9.0,Yes,Negative,Yes,Yes,Visual,Yes,Yes,High,3.0,High,Pass
20.0,M,Some College,50000.0,A,85.0,High,6.0,Engineering,Private,Medium,Medium,Yes,Medium,Low,Low,Negative,Low,67.0,Yes,9.0,Balanced,Medium,6.0,Yes,Positive,No,No,Auditory,Yes,No,Medium,1.0,Medium,Pass
22.0,M,High School,30000.0,A,80.0,Medium,6.0,Science,Private,Medium,High,Yes,Low,Medium,Medium,Positive,Low,96.0,No,9.0,Healthy,High,10.0,Yes,Negative,Yes,No,Auditory,Yes,No,High,2.0,Low,Pass
19.0,F,Some College,30000.0,C,87.0,High,18.0,Engineering,Public,Low,Medium,Yes,High,High,Low,Neutral,High,63.0,Yes,4.0,Balanced,Low,8.0,No,Neutral,Yes,No,Visual,No,No,Medium,3.0,Medium,Fail
22.0,F,Graduate,60000.0,A,75.0,Medium,16.0,Business,Public,Low,Medium,No,Medium,Low,Low,Positive,Medium,61.0,Yes,7.0,Unhealthy,High,4.0,Yes,Negative,Yes,No,Visual,Yes,Yes,Medium,3.0,Low,Pass
19.0,F,Some College,40000.0,C,80.0,Medium,5.0,Science,Private,Low,Low,Yes,High,High,High,Neutral,Medium,34.0,Yes,7.0,Balanced,High,3.0,Yes,Neutral,Yes,Yes,Auditory,Yes,Yes,Low,3.0,Low,Pass
21.0,F,High School,30000.0,C,85.0,Medium,8.0,Law,Public,High,Medium,Yes,Low,High,Low,Negative,Medium,61.0,Yes,8.0,Unhealthy,Low,7.0,Yes,Negative,Yes,Yes,Auditory,No,Yes,Medium,5.0,Medium,Pass
20.0,M,Graduate,50000.0,A,87.0,Medium,18.0,Law,Private,Medium,Medium,No,Low,High,Medium,Positive,Medium,75.0,No,8.0,Healthy,High,9.0,Yes,Negative,No,Yes,Auditory,Yes,Yes,Low,6.0,High,Pass
20.0,F,Some College,30000.0,B,72.0,Medium,7.0,Arts,Private,Medium,Medium,Yes,Low,High,Low,Positive,Low,61.0,No,5.0,Healthy,High,2.0,Yes,Neutral,No,No,Visual,Yes,No,Low,4.0,Medium,Pass
22.0,F,College,60000.0,B,80.0,High,12.0,Law,Private,High,Low,Yes,Medium,Medium,High,Neutral,Medium,63.0,No,5.0,Balanced,High,9.0,No,Positive,Yes,Yes,Visual,Yes,No,Medium,1.0,High,Fail
20.0,F,High School,30000.0,A,75.0,High,12.0,Arts,Public,High,Low,No,High,High,Medium,Negative,Low,40.0,Yes,5.0,Unhealthy,High,8.0,No,Positive,Yes,No,Auditory,No,No,Low,2.0,Medium,Fail
22.0,M,College,40000.0,C,86.0,Medium,10.0,Business,Public,Low,Low,Yes,Low,High,Low,Neutral,High,61.0,No,4.0,Balanced,Low,5.0,Yes,Positive,No,Yes,Auditory,No,Yes,High,2.0,Medium,Pass
21.0,F,High School,30000.0,B,85.0,Medium,5.0,Engineering,Public,Medium,High,Yes,Low,Low,Medium,Positive,Low,61.0,Yes,7.0,Healthy,Medium,6.0,Yes,Negative,No,Yes,Visual,No,Yes,Medium,5.0,Medium,Fail
18.0,M,Some College,50000.0,B,86.0,Low,17.0,Business,Public,Low,High,No,Low,Low,Low,Negative,High,29.0,Yes,9.0,Healthy,Low,5.0,Yes,Negative,Yes,Yes,Kinesthetic,Yes,Yes,Low,5.0,Medium,Fail
20.0,M,Graduate,50000.0,B,100.0,High,16.0,Law,Private,High,Medium,No,High,Medium,Low,Neutral,High,65.0,Yes,7.0,Healthy,Medium,2.0,Yes,Negative,Yes,Yes,Auditory,No,Yes,High,6.0,High,Pass
22.0,F,College,60000.0,A,94.0,Low,7.0,Business,Public,Low,High,Yes,High,High,Low,Negative,Low,66.0,Yes,5.0,Unhealthy,Medium,10.0,Yes,Negative,No,Yes,Visual,No,Yes,Medium,3.0,Low,Pass
20.0,M,Some College,50000.0,C,90.0,High,18.0,Law,Public,Low,High,Yes,Medium,Low,High,Neutral,High,40.0,Yes,7.0,Balanced,High,3.0,Yes,Neutral,No,Yes,Visual,Yes,No,Medium,4.0,Medium,Pass
18.0,M,Graduate,60000.0,A,75.0,Medium,10.0,Arts,Public,Medium,Medium,No,Low,Low,Low,Negative,Medium,31.0,No,7.0,Unhealthy,Medium,10.0,No,Negative,No,No,Visual,Yes,Yes,Medium,5.0,High,Pass
20.0,F,College,75000.0,C,70.0,Low,13.0,Law,Public,Medium,Low,Yes,High,Low,Medium,Neutral,Low,54.0,No,6.0,Balanced,Medium,7.0,Yes,Positive,No,No,Visual,No,No,Medium,3.0,High,Pass
19.0,M,Graduate,50000.0,B,83.0,Low,14.0,Business,Public,Low,Medium,No,High,High,Low,Positive,Low,98.0,Yes,5.0,Balanced,Medium,8.0,Yes,Negative,Yes,No,Kinesthetic,Yes,Yes,High,6.0,Medium,Pass
19.0,M,College,30000.0,C,79.0,Low,16.0,Business,Private,Medium,High,No,Low,Low,Medium,Negative,Medium,73.0,Yes,6.0,Balanced,Medium,6.0,No,Negative,Yes,Yes,Visual,No,No,Medium,6.0,High,Fail
18.0,F,Graduate,75000.0,B,76.0,High,12.0,Engineering,Private,Low,Low,Yes,Low,High,High,Positive,High,97.0,No,4.0,Unhealthy,Medium,6.0,No,Negative,Yes,No,Auditory,No,Yes,High,5.0,Low,Pass
21.0,F,Graduate,30000.0,A,96.0,Medium,12.0,Engineering,Public,Low,Low,No,Low,Low,Low,Neutral,Low,79.0,Yes,8.0,Balanced,High,10.0,No,Neutral,No,Yes,Visual,No,Yes,Low,5.0,Low,Pass
20.0,M,College,75000.0,C,88.0,High,6.0,Business,Public,Medium,High,Yes,Medium,High,High,Negative,Medium,52.0,Yes,5.0,Unhealthy,Medium,6.0,No,Negative,Yes,Yes,Auditory,Yes,Yes,Low,3.0,Low,Fail
19.0,F,College,30000.0,C,72.0,Low,12.0,Arts,Private,High,Medium,No,High,High,Low,Neutral,High,93.0,Yes,7.0,Unhealthy,Medium,8.0,Yes,Positive,Yes,Yes,Visual,No,No,Low,5.0,Low,Pass
18.0,M,Some College,50000.0,B,79.0,Medium,7.0,Engineering,Private,Low,Medium,Yes,Low,High,Medium,Negative,Low,80.0,No,6.0,Healthy,Medium,5.0,Yes,Negative,Yes,Yes,Visual,Yes,Yes,Low,1.0,High,Fail
20.0,M,Some College,50000.0,C,86.0,Medium,16.0,Law,Public,Low,Low,Yes,Medium,Low,Medium,Neutral,High,53.0,No,4.0,Balanced,Low,2.0,No,Positive,No,No,Auditory,No,No,Medium,5.0,Low,Pass
22.0,M,Some College,60000.0,A,99.0,Low,11.0,Engineering,Public,High,High,Yes,Low,Low,High,Negative,Low,62.0,Yes,7.0,Balanced,Medium,2.0,Yes,Neutral,No,Yes,Visual,No,Yes,Medium,5.0,Low,Fail
18.0,F,Some College,40000.0,B,83.0,Low,10.0,Business,Public,Low,Medium,Yes,Medium,Low,Medium,Negative,High,39.0,Yes,6.0,Unhealthy,Low,5.0,No,Neutral,Yes,No,Kinesthetic,No,No,High,3.0,High,Pass
22.0,F,Some College,40000.0,C,100.0,Medium,16.0,Business,Public,Low,Low,No,Medium,High,Low,Negative,High,42.0,Yes,7.0,Healthy,Low,10.0,Yes,Negative,No,Yes,Kinesthetic,No,No,High,5.0,Medium,Fail
21.0,F,Graduate,50000.0,A,96.0,Low,10.0,Business,Private,High,High,Yes,High,Medium,High,Positive,High,51.0,Yes,7.0,Unhealthy,Medium,2.0,Yes,Positive,No,No,Kinesthetic,No,Yes,Low,5.0,Medium,Fail
20.0,M,High School,40000.0,B,71.0,Low,11.0,Science,Public,Low,Low,Yes,Low,Low,Medium,Negative,Medium,61.0,Yes,9.0,Healthy,Low,8.0,Yes,Negative,Yes,Yes,Visual,No,Yes,Medium,5.0,Low,Pass
19.0,F,Graduate,50000.0,C,92.0,Low,12.0,Business,Private,Medium,High,Yes,Low,Low,Medium,Negative,High,97.0,No,8.0,Healthy,Medium,7.0,No,Positive,Yes,Yes,Visual,Yes,Yes,Low,3.0,Medium,Fail
